
CondaError: Run 'conda init' before 'conda activate'

[GPU 0] Subsets 1-4 (4 tasks)

>>>>>>>>>> [GPU 0] (1/4) actions-zzid2-zb1hq-fsod-amih <<<<<<<<<<
/home/chenzhigang/anaconda3/envs/sam3/lib/python3.12/site-packages/torch/backends/__init__.py:46: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  self.setter(val)
17:39:43 [INFO] ============================================================
17:39:43 [INFO] RF20VL Few-Shot Object Detection — Inference
17:39:43 [INFO] ============================================================
17:39:43 [INFO] Arguments: {'data_path': './data', 'split': 'test', 'subset': 'actions-zzid2-zb1hq-fsod-amih', 'device': 'cuda', 'nms_iou': 0.8, 'output_json': None, 'debug': False, 'no_vis': False}
17:39:43 [INFO] Loading Sam3Segmenter on cuda ...
17:40:08 [INFO] Model loaded in 25.10 s
17:40:08 [INFO] Found 1 subset(s): ['actions-zzid2-zb1hq-fsod-amih']
17:40:08 [INFO] Dataset loaded: subset=actions-zzid2-zb1hq-fsod-amih, samples=726, categories={1: 'Attack', 2: 'Block', 3: 'Defense', 4: 'Serve', 5: 'Set', 6: 'ball'} (0.21 s)
17:40:16 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 1/726 | category=Attack | supports=10 | candidates=28 | visual=30 tv=25 text=0 | 7.01 s
18:41:20 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 627/726 | category=ball | supports=10 | candidates=15 | visual=16 tv=16 text=0 | 5.40 s
18:41:26 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 628/726 | category=ball | supports=10 | candidates=13 | visual=12 tv=12 text=1 | 5.18 s
18:41:31 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 629/726 | category=ball | supports=10 | candidates=14 | visual=22 tv=21 text=1 | 5.24 s
18:41:36 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 630/726 | category=ball | supports=10 | candidates=3 | visual=3 tv=3 text=1 | 4.44 s
18:41:42 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 631/726 | category=ball | supports=10 | candidates=14 | visual=17 tv=17 text=1 | 5.33 s
18:41:47 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 632/726 | category=ball | supports=10 | candidates=16 | visual=16 tv=17 text=1 | 5.48 s
18:41:54 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 633/726 | category=ball | supports=10 | candidates=25 | visual=27 tv=26 text=1 | 6.16 s
18:41:59 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 634/726 | category=ball | supports=10 | candidates=9 | visual=14 tv=12 text=1 | 4.87 s
18:42:05 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 635/726 | category=ball | supports=10 | candidates=26 | visual=26 tv=26 text=1 | 6.24 s
18:42:11 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 636/726 | category=ball | supports=10 | candidates=13 | visual=21 tv=16 text=1 | 5.26 s
18:42:17 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 637/726 | category=ball | supports=10 | candidates=21 | visual=24 tv=25 text=3 | 5.86 s
18:42:23 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 638/726 | category=ball | supports=10 | candidates=19 | visual=20 tv=20 text=1 | 5.71 s
18:42:29 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 639/726 | category=ball | supports=10 | candidates=22 | visual=26 tv=23 text=1 | 5.92 s
18:42:35 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 640/726 | category=ball | supports=10 | candidates=15 | visual=16 tv=15 text=1 | 5.40 s
18:42:40 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 641/726 | category=ball | supports=10 | candidates=10 | visual=9 tv=9 text=0 | 4.95 s
18:42:45 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 642/726 | category=ball | supports=10 | candidates=12 | visual=15 tv=15 text=1 | 5.18 s
18:42:51 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 643/726 | category=ball | supports=10 | candidates=18 | visual=18 tv=19 text=1 | 5.63 s
18:42:57 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 644/726 | category=ball | supports=10 | candidates=15 | visual=18 tv=16 text=1 | 5.40 s
18:43:04 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 645/726 | category=ball | supports=10 | candidates=31 | visual=31 tv=31 text=1 | 6.62 s
18:43:09 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 646/726 | category=ball | supports=10 | candidates=17 | visual=17 tv=17 text=1 | 5.58 s
18:43:15 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 647/726 | category=ball | supports=10 | candidates=11 | visual=13 tv=13 text=1 | 5.04 s
18:43:21 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 648/726 | category=ball | supports=10 | candidates=26 | visual=29 tv=28 text=1 | 6.24 s
18:43:26 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 649/726 | category=ball | supports=10 | candidates=8 | visual=14 tv=12 text=1 | 4.80 s
18:43:32 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 650/726 | category=ball | supports=10 | candidates=14 | visual=20 tv=18 text=2 | 5.33 s
18:43:37 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 651/726 | category=ball | supports=10 | candidates=12 | visual=16 tv=15 text=1 | 5.09 s
18:43:43 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 652/726 | category=ball | supports=10 | candidates=23 | visual=28 tv=26 text=1 | 6.00 s
18:43:50 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 653/726 | category=ball | supports=10 | candidates=29 | visual=34 tv=35 text=1 | 6.48 s
18:43:56 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 654/726 | category=ball | supports=10 | candidates=14 | visual=15 tv=15 text=2 | 5.31 s
18:44:02 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 655/726 | category=ball | supports=10 | candidates=30 | visual=31 tv=31 text=1 | 6.55 s
18:44:09 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 656/726 | category=ball | supports=10 | candidates=26 | visual=26 tv=28 text=1 | 6.23 s
18:44:15 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 657/726 | category=ball | supports=10 | candidates=24 | visual=28 tv=28 text=1 | 6.08 s
18:44:20 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 658/726 | category=ball | supports=10 | candidates=8 | visual=12 tv=12 text=1 | 4.81 s
18:44:26 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 659/726 | category=ball | supports=10 | candidates=24 | visual=25 tv=24 text=0 | 6.10 s
18:44:32 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 660/726 | category=ball | supports=10 | candidates=16 | visual=25 tv=25 text=2 | 5.38 s
18:44:39 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 661/726 | category=ball | supports=10 | candidates=35 | visual=35 tv=35 text=1 | 6.91 s
18:44:45 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 662/726 | category=ball | supports=10 | candidates=19 | visual=21 tv=21 text=1 | 5.71 s
18:44:51 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 663/726 | category=ball | supports=10 | candidates=16 | visual=16 tv=16 text=0 | 5.49 s
18:44:56 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 664/726 | category=ball | supports=10 | candidates=13 | visual=16 tv=16 text=2 | 5.24 s
18:45:01 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 665/726 | category=ball | supports=10 | candidates=5 | visual=14 tv=6 text=1 | 4.59 s
18:45:07 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 666/726 | category=ball | supports=10 | candidates=19 | visual=23 tv=21 text=1 | 5.72 s
18:45:13 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 667/726 | category=ball | supports=10 | candidates=15 | visual=22 tv=20 text=0 | 5.33 s
18:45:18 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 668/726 | category=ball | supports=10 | candidates=16 | visual=18 tv=16 text=1 | 5.49 s
18:45:23 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 669/726 | category=ball | supports=10 | candidates=7 | visual=11 tv=7 text=1 | 4.74 s
18:45:29 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 670/726 | category=ball | supports=10 | candidates=14 | visual=17 tv=17 text=1 | 5.35 s
18:45:36 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 671/726 | category=ball | supports=10 | candidates=37 | visual=39 tv=39 text=1 | 6.93 s
18:45:41 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 672/726 | category=ball | supports=10 | candidates=5 | visual=11 tv=5 text=1 | 4.59 s
18:45:46 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 673/726 | category=ball | supports=10 | candidates=5 | visual=11 tv=9 text=0 | 4.59 s
18:45:51 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 674/726 | category=ball | supports=10 | candidates=4 | visual=8 tv=6 text=0 | 4.50 s
18:45:57 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 675/726 | category=ball | supports=10 | candidates=27 | visual=31 tv=31 text=1 | 6.29 s
18:46:03 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 676/726 | category=ball | supports=10 | candidates=20 | visual=21 tv=19 text=0 | 5.76 s
18:46:09 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 677/726 | category=ball | supports=10 | candidates=15 | visual=17 tv=16 text=1 | 5.39 s
18:46:15 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 678/726 | category=ball | supports=10 | candidates=25 | visual=32 tv=29 text=1 | 6.14 s
18:46:21 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 679/726 | category=ball | supports=10 | candidates=18 | visual=17 tv=17 text=1 | 5.61 s
18:46:27 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 680/726 | category=ball | supports=10 | candidates=20 | visual=22 tv=22 text=1 | 5.76 s
18:46:33 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 681/726 | category=ball | supports=10 | candidates=19 | visual=21 tv=21 text=0 | 5.59 s
18:46:37 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 682/726 | category=ball | supports=10 | candidates=2 | visual=13 tv=2 text=0 | 4.42 s
18:46:43 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 683/726 | category=ball | supports=10 | candidates=12 | visual=21 tv=18 text=1 | 5.18 s
18:46:49 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 684/726 | category=ball | supports=10 | candidates=18 | visual=20 tv=19 text=2 | 5.61 s
18:46:54 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 685/726 | category=ball | supports=10 | candidates=8 | visual=13 tv=10 text=0 | 4.79 s
18:47:00 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 686/726 | category=ball | supports=10 | candidates=18 | visual=22 tv=22 text=2 | 5.62 s
18:47:05 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 687/726 | category=ball | supports=10 | candidates=17 | visual=16 tv=16 text=1 | 5.57 s
18:47:11 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 688/726 | category=ball | supports=10 | candidates=21 | visual=25 tv=24 text=1 | 5.88 s
18:47:17 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 689/726 | category=ball | supports=10 | candidates=18 | visual=17 tv=17 text=1 | 5.64 s
18:47:23 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 690/726 | category=ball | supports=10 | candidates=16 | visual=17 tv=17 text=1 | 5.48 s
18:47:28 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 691/726 | category=ball | supports=10 | candidates=7 | visual=15 tv=14 text=0 | 4.73 s
18:47:34 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 692/726 | category=ball | supports=10 | candidates=18 | visual=18 tv=18 text=2 | 5.63 s
18:47:40 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 693/726 | category=ball | supports=10 | candidates=26 | visual=28 tv=26 text=1 | 6.25 s
18:47:46 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 694/726 | category=ball | supports=10 | candidates=15 | visual=21 tv=21 text=0 | 5.42 s
18:47:52 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 695/726 | category=ball | supports=10 | candidates=17 | visual=23 tv=20 text=0 | 5.47 s
18:47:58 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 696/726 | category=ball | supports=10 | candidates=27 | visual=26 tv=25 text=1 | 6.31 s
18:48:05 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 697/726 | category=ball | supports=10 | candidates=26 | visual=26 tv=26 text=1 | 6.23 s
18:48:11 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 698/726 | category=ball | supports=10 | candidates=22 | visual=27 tv=27 text=1 | 5.93 s
18:48:18 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 699/726 | category=ball | supports=10 | candidates=34 | visual=34 tv=35 text=1 | 6.83 s
18:48:24 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 700/726 | category=ball | supports=10 | candidates=22 | visual=24 tv=24 text=0 | 5.93 s
18:48:30 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 701/726 | category=ball | supports=10 | candidates=24 | visual=29 tv=27 text=1 | 6.09 s
18:48:36 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 702/726 | category=ball | supports=10 | candidates=19 | visual=21 tv=21 text=2 | 5.72 s
18:48:43 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 703/726 | category=ball | supports=10 | candidates=26 | visual=27 tv=27 text=2 | 6.24 s
18:48:49 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 704/726 | category=ball | supports=10 | candidates=20 | visual=26 tv=24 text=2 | 5.77 s
18:48:55 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 705/726 | category=ball | supports=10 | candidates=18 | visual=22 tv=23 text=2 | 5.59 s
18:49:01 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 706/726 | category=ball | supports=10 | candidates=28 | visual=29 tv=28 text=1 | 6.37 s
18:49:08 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 707/726 | category=ball | supports=10 | candidates=24 | visual=29 tv=28 text=1 | 6.08 s
18:49:14 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 708/726 | category=ball | supports=10 | candidates=22 | visual=29 tv=30 text=2 | 5.92 s
18:49:20 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 709/726 | category=ball | supports=10 | candidates=18 | visual=20 tv=20 text=1 | 5.62 s
18:49:26 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 710/726 | category=ball | supports=10 | candidates=21 | visual=27 tv=27 text=2 | 5.75 s
18:49:32 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 711/726 | category=ball | supports=10 | candidates=26 | visual=27 tv=27 text=1 | 6.22 s
18:49:38 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 712/726 | category=ball | supports=10 | candidates=23 | visual=25 tv=25 text=1 | 5.99 s
18:49:44 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 713/726 | category=ball | supports=10 | candidates=17 | visual=22 tv=21 text=0 | 5.46 s
18:49:50 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 714/726 | category=ball | supports=10 | candidates=19 | visual=24 tv=19 text=1 | 5.70 s
18:49:56 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 715/726 | category=ball | supports=10 | candidates=20 | visual=20 tv=19 text=2 | 5.78 s
18:50:02 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 716/726 | category=ball | supports=10 | candidates=23 | visual=28 tv=26 text=1 | 6.00 s
18:50:09 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 717/726 | category=ball | supports=10 | candidates=30 | visual=32 tv=31 text=1 | 6.55 s
18:50:14 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 718/726 | category=ball | supports=10 | candidates=6 | visual=11 tv=10 text=1 | 4.65 s
18:50:20 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 719/726 | category=ball | supports=10 | candidates=19 | visual=20 tv=17 text=1 | 5.72 s
18:50:25 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 720/726 | category=ball | supports=10 | candidates=11 | visual=16 tv=13 text=2 | 5.03 s
18:50:31 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 721/726 | category=ball | supports=10 | candidates=16 | visual=18 tv=17 text=1 | 5.50 s
18:50:37 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 722/726 | category=ball | supports=10 | candidates=17 | visual=25 tv=19 text=1 | 5.57 s
18:50:43 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 723/726 | category=ball | supports=10 | candidates=28 | visual=32 tv=32 text=2 | 6.38 s
18:50:49 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 724/726 | category=ball | supports=10 | candidates=14 | visual=15 tv=15 text=1 | 5.25 s
18:50:54 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 725/726 | category=ball | supports=10 | candidates=13 | visual=21 tv=19 text=0 | 5.16 s
18:51:00 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 726/726 | category=ball | supports=10 | candidates=24 | visual=31 tv=28 text=3 | 6.06 s
18:51:01 [INFO] --- COCO Evaluation: actions-zzid2-zb1hq-fsod-amih ---
loading annotations into memory...
Done (t=0.01s)
creating index...
index created!
Loading and preparing results...
DONE (t=0.01s)
creating index...
index created!
Running per image evaluation...
Evaluate annotation type *bbox*
DONE (t=0.55s).
Accumulating evaluation results...
DONE (t=0.13s).
 Average Precision  (AP) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.077
 Average Precision  (AP) @[ IoU=0.50      | area=   all | maxDets=100 ] = 0.131
 Average Precision  (AP) @[ IoU=0.75      | area=   all | maxDets=100 ] = 0.078
 Average Precision  (AP) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = 0.016
 Average Precision  (AP) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.045
 Average Precision  (AP) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.100
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=  1 ] = 0.066
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets= 10 ] = 0.336
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.515
 Average Recall     (AR) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = 0.102
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.470
 Average Recall     (AR) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.666
18:51:01 [INFO]   [visual] AP=0.0766  AP50=0.1312  AP75=0.0778  AP_s=0.0163  AP_m=0.0452  AP_l=0.1001
loading annotations into memory...
Done (t=0.00s)
creating index...
index created!
Loading and preparing results...
DONE (t=0.36s)
creating index...
index created!
Running per image evaluation...
Evaluate annotation type *bbox*
DONE (t=0.52s).
Accumulating evaluation results...
DONE (t=0.12s).
 Average Precision  (AP) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.081
 Average Precision  (AP) @[ IoU=0.50      | area=   all | maxDets=100 ] = 0.138
 Average Precision  (AP) @[ IoU=0.75      | area=   all | maxDets=100 ] = 0.081
 Average Precision  (AP) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = 0.020
 Average Precision  (AP) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.043
 Average Precision  (AP) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.103
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=  1 ] = 0.080
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets= 10 ] = 0.341
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.520
 Average Recall     (AR) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = 0.112
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.480
 Average Recall     (AR) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.666
18:51:02 [INFO]   [tv] AP=0.0808  AP50=0.1384  AP75=0.0807  AP_s=0.0201  AP_m=0.0430  AP_l=0.1031
loading annotations into memory...
Done (t=0.00s)
creating index...
index created!
Loading and preparing results...
DONE (t=0.00s)
creating index...
index created!
Running per image evaluation...
Evaluate annotation type *bbox*
DONE (t=0.09s).
Accumulating evaluation results...
DONE (t=0.03s).
 Average Precision  (AP) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.035
 Average Precision  (AP) @[ IoU=0.50      | area=   all | maxDets=100 ] = 0.095
 Average Precision  (AP) @[ IoU=0.75      | area=   all | maxDets=100 ] = 0.014
 Average Precision  (AP) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = 0.085
 Average Precision  (AP) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.055
 Average Precision  (AP) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.000
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=  1 ] = 0.046
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets= 10 ] = 0.048
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.048
 Average Recall     (AR) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = 0.129
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.065
 Average Recall     (AR) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.000
18:51:02 [INFO]   [text] AP=0.0351  AP50=0.0949  AP75=0.0144  AP_s=0.0855  AP_m=0.0549  AP_l=0.0000
18:51:02 [INFO] ============================================================
18:51:02 [INFO] TIMING SUMMARY
18:51:02 [INFO] ============================================================
18:51:02 [INFO] 
18:51:02 [INFO] --- Timing ---
18:51:02 [INFO] Model loading:    25.10 s
18:51:02 [INFO] Total inference:  4254.38 s
18:51:02 [INFO] Samples processed: 726
18:51:02 [INFO] Avg per sample:   5.599 s
18:51:02 [INFO] Min per sample:   4.366 s
18:51:02 [INFO] Max per sample:   7.770 s
18:51:03 [INFO] Submission pickle files saved to results/20260513_173943_actions-zzid2-zb1hq-fsod-amih_test/submissions
18:51:03 [INFO] Results saved to results/20260513_173943_actions-zzid2-zb1hq-fsod-amih_test/results.json
18:51:03 [INFO] Log file: results/20260513_173943_actions-zzid2-zb1hq-fsod-amih_test/inference.log
>>>>>>>>>> [GPU 0] actions-zzid2-zb1hq-fsod-amih DONE <<<<<<<<<<
>>>>>>>>>> [GPU 0] (2/4) aerial-airport-7ap9o-fsod-ddgc <<<<<<<<<<
/home/chenzhigang/anaconda3/envs/sam3/lib/python3.12/site-packages/torch/backends/__init__.py:46: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  self.setter(val)
18:51:08 [INFO] ============================================================
18:51:08 [INFO] RF20VL Few-Shot Object Detection — Inference
18:51:08 [INFO] ============================================================
18:51:08 [INFO] Arguments: {'data_path': './data', 'split': 'test', 'subset': 'aerial-airport-7ap9o-fsod-ddgc', 'device': 'cuda', 'nms_iou': 0.8, 'output_json': None, 'debug': False, 'no_vis': False}
18:51:08 [INFO] Loading Sam3Segmenter on cuda ...
18:51:18 [INFO] Model loaded in 9.91 s
18:51:18 [INFO] Found 1 subset(s): ['aerial-airport-7ap9o-fsod-ddgc']
18:51:18 [INFO] Dataset loaded: subset=aerial-airport-7ap9o-fsod-ddgc, samples=34, categories={1: 'airplane'} (0.19 s)
18:51:23 [INFO] [aerial-airport-7ap9o-fsod-ddgc] sample 1/34 | category=airplane | supports=5 | candidates=14 | visual=14 tv=14 text=15 | 4.09 s
18:51:26 [INFO] [aerial-airport-7ap9o-fsod-ddgc] sample 2/34 | category=airplane | supports=5 | candidates=12 | visual=22 tv=27 text=34 | 3.42 s
18:51:31 [INFO] [aerial-airport-7ap9o-fsod-ddgc] sample 3/34 | category=airplane | supports=5 | candidates=39 | visual=41 tv=41 text=56 | 5.41 s
18:51:34 [INFO] [aerial-airport-7ap9o-fsod-ddgc] sample 4/34 | category=airplane | supports=5 | candidates=4 | visual=4 tv=4 text=0 | 2.85 s
18:51:37 [INFO] [aerial-airport-7ap9o-fsod-ddgc] sample 5/34 | category=airplane | supports=5 | candidates=0 | visual=0 tv=0 text=0 | 2.56 s
18:51:42 [INFO] [aerial-airport-7ap9o-fsod-ddgc] sample 6/34 | category=airplane | supports=5 | candidates=30 | visual=30 tv=30 text=26 | 4.73 s
18:51:47 [INFO] [aerial-airport-7ap9o-fsod-ddgc] sample 7/34 | category=airplane | supports=5 | candidates=32 | visual=39 tv=40 text=38 | 4.88 s
18:51:50 [INFO] [aerial-airport-7ap9o-fsod-ddgc] sample 8/34 | category=airplane | supports=5 | candidates=5 | visual=5 tv=5 text=6 | 2.93 s
18:51:53 [INFO] [aerial-airport-7ap9o-fsod-ddgc] sample 9/34 | category=airplane | supports=5 | candidates=5 | visual=5 tv=5 text=6 | 2.93 s
18:51:55 [INFO] [aerial-airport-7ap9o-fsod-ddgc] sample 10/34 | category=airplane | supports=5 | candidates=1 | visual=1 tv=1 text=2 | 2.64 s
18:51:58 [INFO] [aerial-airport-7ap9o-fsod-ddgc] sample 11/34 | category=airplane | supports=5 | candidates=7 | visual=7 tv=7 text=6 | 3.08 s
18:52:02 [INFO] [aerial-airport-7ap9o-fsod-ddgc] sample 12/34 | category=airplane | supports=5 | candidates=17 | visual=17 tv=14 text=12 | 3.79 s
18:52:05 [INFO] [aerial-airport-7ap9o-fsod-ddgc] sample 13/34 | category=airplane | supports=5 | candidates=6 | visual=7 tv=7 text=9 | 3.00 s
18:52:08 [INFO] [aerial-airport-7ap9o-fsod-ddgc] sample 14/34 | category=airplane | supports=5 | candidates=6 | visual=6 tv=6 text=4 | 3.01 s
18:52:12 [INFO] [aerial-airport-7ap9o-fsod-ddgc] sample 15/34 | category=airplane | supports=5 | candidates=19 | visual=19 tv=19 text=20 | 3.94 s
18:52:16 [INFO] [aerial-airport-7ap9o-fsod-ddgc] sample 16/34 | category=airplane | supports=5 | candidates=9 | visual=9 tv=9 text=7 | 3.22 s
18:52:18 [INFO] [aerial-airport-7ap9o-fsod-ddgc] sample 17/34 | category=airplane | supports=5 | candidates=2 | visual=2 tv=2 text=2 | 2.72 s
18:52:21 [INFO] [aerial-airport-7ap9o-fsod-ddgc] sample 18/34 | category=airplane | supports=5 | candidates=8 | visual=8 tv=8 text=8 | 3.15 s
