
CondaError: Run 'conda init' before 'conda activate'

[GPU 3] Subsets 13-16 (4 tasks)

>>>>>>>>>> [GPU 3] (1/4) recode-waste-czvmg-fsod-yxsw <<<<<<<<<<
/home/chenzhigang/anaconda3/envs/sam3/lib/python3.12/site-packages/torch/backends/__init__.py:46: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  self.setter(val)
17:39:43 [INFO] ============================================================
17:39:43 [INFO] RF20VL Few-Shot Object Detection — Inference
17:39:43 [INFO] ============================================================
17:39:43 [INFO] Arguments: {'data_path': './data', 'split': 'test', 'subset': 'recode-waste-czvmg-fsod-yxsw', 'device': 'cuda', 'nms_iou': 0.8, 'output_json': None, 'debug': False, 'no_vis': False}
17:39:43 [INFO] Loading Sam3Segmenter on cuda ...
17:40:04 [INFO] Model loaded in 21.42 s
17:40:04 [INFO] Found 1 subset(s): ['recode-waste-czvmg-fsod-yxsw']
17:40:05 [INFO] Dataset loaded: subset=recode-waste-czvmg-fsod-yxsw, samples=1421, categories={1: 'aggregate', 2: 'cardboard', 3: 'hard plastic', 4: 'metal', 5: 'soft plastic', 6: 'timber'} (0.34 s)
17:40:11 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1/1421 | category=aggregate | supports=2 | candidates=49 | visual=60 tv=60 text=0 | 6.27 s
19:04:51 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1163/1421 | category=soft plastic | supports=7 | candidates=34 | visual=34 tv=35 text=3 | 5.77 s
19:04:58 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1164/1421 | category=soft plastic | supports=7 | candidates=58 | visual=61 tv=62 text=4 | 7.58 s
19:05:04 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1165/1421 | category=soft plastic | supports=7 | candidates=31 | visual=44 tv=39 text=2 | 5.59 s
19:05:09 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1166/1421 | category=soft plastic | supports=7 | candidates=23 | visual=28 tv=27 text=3 | 4.95 s
19:05:15 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1167/1421 | category=soft plastic | supports=7 | candidates=30 | visual=37 tv=35 text=4 | 5.52 s
19:05:21 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1168/1421 | category=soft plastic | supports=7 | candidates=31 | visual=52 tv=49 text=2 | 5.61 s
19:05:26 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1169/1421 | category=soft plastic | supports=7 | candidates=27 | visual=38 tv=38 text=0 | 5.28 s
19:05:33 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1170/1421 | category=soft plastic | supports=7 | candidates=44 | visual=41 tv=41 text=0 | 6.59 s
19:05:39 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1171/1421 | category=soft plastic | supports=7 | candidates=43 | visual=61 tv=60 text=5 | 6.51 s
19:05:46 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1172/1421 | category=soft plastic | supports=7 | candidates=51 | visual=52 tv=53 text=2 | 7.07 s
19:05:52 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1173/1421 | category=soft plastic | supports=7 | candidates=34 | visual=44 tv=44 text=1 | 5.81 s
19:05:59 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1174/1421 | category=soft plastic | supports=7 | candidates=38 | visual=41 tv=40 text=2 | 6.08 s
19:06:05 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1175/1421 | category=soft plastic | supports=7 | candidates=34 | visual=36 tv=35 text=3 | 5.82 s
19:06:12 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1176/1421 | category=soft plastic | supports=7 | candidates=53 | visual=62 tv=58 text=0 | 7.24 s
19:06:18 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1177/1421 | category=soft plastic | supports=7 | candidates=37 | visual=41 tv=51 text=0 | 6.01 s
19:06:24 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1178/1421 | category=soft plastic | supports=7 | candidates=33 | visual=37 tv=35 text=4 | 5.71 s
19:06:27 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1179/1421 | category=timber | supports=5 | candidates=11 | visual=49 tv=17 text=0 | 3.51 s
19:06:32 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1180/1421 | category=timber | supports=5 | candidates=17 | visual=32 tv=27 text=0 | 3.93 s
19:06:36 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1181/1421 | category=timber | supports=5 | candidates=20 | visual=39 tv=35 text=0 | 4.18 s
19:06:40 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1182/1421 | category=timber | supports=5 | candidates=16 | visual=27 tv=16 text=0 | 3.85 s
19:06:44 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1183/1421 | category=timber | supports=5 | candidates=18 | visual=29 tv=25 text=0 | 4.05 s
19:06:48 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1184/1421 | category=timber | supports=5 | candidates=21 | visual=55 tv=46 text=0 | 4.24 s
19:06:52 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1185/1421 | category=timber | supports=5 | candidates=10 | visual=57 tv=26 text=0 | 3.40 s
19:06:56 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1186/1421 | category=timber | supports=5 | candidates=16 | visual=19 tv=16 text=0 | 3.84 s
19:06:59 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1187/1421 | category=timber | supports=5 | candidates=12 | visual=42 tv=17 text=0 | 3.57 s
19:07:03 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1188/1421 | category=timber | supports=5 | candidates=12 | visual=48 tv=30 text=0 | 3.55 s
19:07:07 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1189/1421 | category=timber | supports=5 | candidates=22 | visual=37 tv=33 text=0 | 4.28 s
19:07:13 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1190/1421 | category=timber | supports=5 | candidates=34 | visual=54 tv=53 text=0 | 5.19 s
19:07:17 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1191/1421 | category=timber | supports=5 | candidates=23 | visual=49 tv=38 text=0 | 4.36 s
19:07:21 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1192/1421 | category=timber | supports=5 | candidates=12 | visual=24 tv=16 text=0 | 3.54 s
19:07:26 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1193/1421 | category=timber | supports=5 | candidates=33 | visual=56 tv=53 text=0 | 5.12 s
19:07:30 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1194/1421 | category=timber | supports=5 | candidates=23 | visual=44 tv=41 text=0 | 4.36 s
19:07:34 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1195/1421 | category=timber | supports=5 | candidates=6 | visual=12 tv=12 text=0 | 3.09 s
19:07:38 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1196/1421 | category=timber | supports=5 | candidates=18 | visual=54 tv=50 text=0 | 3.99 s
19:07:42 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1197/1421 | category=timber | supports=5 | candidates=21 | visual=34 tv=31 text=0 | 4.21 s
19:07:46 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1198/1421 | category=timber | supports=5 | candidates=23 | visual=26 tv=26 text=0 | 4.36 s
19:07:51 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1199/1421 | category=timber | supports=5 | candidates=20 | visual=36 tv=28 text=0 | 4.14 s
19:07:54 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1200/1421 | category=timber | supports=5 | candidates=16 | visual=34 tv=29 text=0 | 3.83 s
19:07:58 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1201/1421 | category=timber | supports=5 | candidates=13 | visual=58 tv=46 text=0 | 3.61 s
19:08:02 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1202/1421 | category=timber | supports=5 | candidates=8 | visual=8 tv=8 text=0 | 3.25 s
19:08:06 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1203/1421 | category=timber | supports=5 | candidates=19 | visual=32 tv=32 text=0 | 4.06 s
19:08:10 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1204/1421 | category=timber | supports=5 | candidates=15 | visual=46 tv=20 text=0 | 3.76 s
19:08:14 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1205/1421 | category=timber | supports=5 | candidates=27 | visual=53 tv=51 text=0 | 4.67 s
19:08:19 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1206/1421 | category=timber | supports=5 | candidates=28 | visual=39 tv=36 text=0 | 4.73 s
19:08:23 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1207/1421 | category=timber | supports=5 | candidates=16 | visual=31 tv=21 text=0 | 3.83 s
19:08:26 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1208/1421 | category=timber | supports=5 | candidates=7 | visual=41 tv=13 text=0 | 3.19 s
19:08:30 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1209/1421 | category=timber | supports=5 | candidates=13 | visual=35 tv=21 text=0 | 3.61 s
19:08:34 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1210/1421 | category=timber | supports=5 | candidates=21 | visual=49 tv=39 text=0 | 4.22 s
19:08:38 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1211/1421 | category=timber | supports=5 | candidates=17 | visual=31 tv=30 text=0 | 3.92 s
19:08:42 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1212/1421 | category=timber | supports=5 | candidates=15 | visual=27 tv=25 text=0 | 3.78 s
19:08:46 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1213/1421 | category=timber | supports=5 | candidates=15 | visual=32 tv=26 text=0 | 3.82 s
19:08:50 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1214/1421 | category=timber | supports=5 | candidates=14 | visual=21 tv=16 text=0 | 3.72 s
19:08:54 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1215/1421 | category=timber | supports=5 | candidates=19 | visual=55 tv=39 text=0 | 4.07 s
19:08:58 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1216/1421 | category=timber | supports=5 | candidates=14 | visual=37 tv=27 text=0 | 3.71 s
19:09:02 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1217/1421 | category=timber | supports=5 | candidates=19 | visual=43 tv=26 text=0 | 4.06 s
19:09:06 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1218/1421 | category=timber | supports=5 | candidates=18 | visual=36 tv=32 text=0 | 4.03 s
19:09:10 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1219/1421 | category=timber | supports=5 | candidates=12 | visual=46 tv=25 text=0 | 3.57 s
19:09:14 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1220/1421 | category=timber | supports=5 | candidates=26 | visual=40 tv=39 text=0 | 4.61 s
19:09:19 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1221/1421 | category=timber | supports=5 | candidates=22 | visual=34 tv=32 text=0 | 4.30 s
19:09:23 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1222/1421 | category=timber | supports=5 | candidates=17 | visual=24 tv=21 text=0 | 3.90 s
19:09:27 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1223/1421 | category=timber | supports=5 | candidates=24 | visual=38 tv=27 text=0 | 4.42 s
19:09:31 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1224/1421 | category=timber | supports=5 | candidates=17 | visual=51 tv=37 text=0 | 3.91 s
19:09:35 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1225/1421 | category=timber | supports=5 | candidates=18 | visual=41 tv=24 text=0 | 3.97 s
19:09:39 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1226/1421 | category=timber | supports=5 | candidates=6 | visual=19 tv=10 text=0 | 3.09 s
19:09:43 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1227/1421 | category=timber | supports=5 | candidates=19 | visual=53 tv=31 text=0 | 4.05 s
19:09:47 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1228/1421 | category=timber | supports=5 | candidates=24 | visual=32 tv=31 text=0 | 4.43 s
19:09:53 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1229/1421 | category=timber | supports=5 | candidates=37 | visual=43 tv=43 text=0 | 5.40 s
19:09:56 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1230/1421 | category=timber | supports=5 | candidates=6 | visual=26 tv=7 text=0 | 3.10 s
19:10:00 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1231/1421 | category=timber | supports=5 | candidates=16 | visual=18 tv=18 text=0 | 3.84 s
19:10:03 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1232/1421 | category=timber | supports=5 | candidates=11 | visual=41 tv=19 text=0 | 3.48 s
19:10:07 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1233/1421 | category=timber | supports=5 | candidates=17 | visual=53 tv=34 text=0 | 3.91 s
19:10:12 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1234/1421 | category=timber | supports=5 | candidates=28 | visual=40 tv=36 text=0 | 4.75 s
19:10:16 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1235/1421 | category=timber | supports=5 | candidates=10 | visual=31 tv=13 text=0 | 3.42 s
19:10:20 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1236/1421 | category=timber | supports=5 | candidates=14 | visual=20 tv=16 text=0 | 3.74 s
19:10:24 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1237/1421 | category=timber | supports=5 | candidates=22 | visual=48 tv=44 text=0 | 4.33 s
19:10:28 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1238/1421 | category=timber | supports=5 | candidates=20 | visual=32 tv=27 text=0 | 4.15 s
19:10:32 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1239/1421 | category=timber | supports=5 | candidates=18 | visual=32 tv=30 text=0 | 3.99 s
19:10:36 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1240/1421 | category=timber | supports=5 | candidates=12 | visual=27 tv=21 text=0 | 3.55 s
19:10:40 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1241/1421 | category=timber | supports=5 | candidates=20 | visual=32 tv=22 text=0 | 4.15 s
19:10:45 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1242/1421 | category=timber | supports=5 | candidates=24 | visual=41 tv=33 text=0 | 4.45 s
19:10:49 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1243/1421 | category=timber | supports=5 | candidates=26 | visual=55 tv=45 text=0 | 4.60 s
19:10:53 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1244/1421 | category=timber | supports=5 | candidates=10 | visual=15 tv=15 text=0 | 3.39 s
19:10:56 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1245/1421 | category=timber | supports=5 | candidates=8 | visual=32 tv=12 text=0 | 3.24 s
19:11:01 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1246/1421 | category=timber | supports=5 | candidates=28 | visual=41 tv=38 text=0 | 4.75 s
19:11:04 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1247/1421 | category=timber | supports=5 | candidates=6 | visual=43 tv=12 text=0 | 3.10 s
19:11:08 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1248/1421 | category=timber | supports=5 | candidates=8 | visual=51 tv=14 text=0 | 3.25 s
19:11:12 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1249/1421 | category=timber | supports=5 | candidates=18 | visual=29 tv=27 text=0 | 3.99 s
19:11:16 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1250/1421 | category=timber | supports=5 | candidates=17 | visual=57 tv=48 text=0 | 3.94 s
19:11:20 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1251/1421 | category=timber | supports=5 | candidates=16 | visual=50 tv=46 text=0 | 3.85 s
19:11:24 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1252/1421 | category=timber | supports=5 | candidates=16 | visual=26 tv=22 text=0 | 3.84 s
19:11:27 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1253/1421 | category=timber | supports=5 | candidates=15 | visual=20 tv=17 text=0 | 3.77 s
19:11:32 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1254/1421 | category=timber | supports=5 | candidates=26 | visual=41 tv=40 text=0 | 4.60 s
19:11:36 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1255/1421 | category=timber | supports=5 | candidates=17 | visual=34 tv=21 text=0 | 3.91 s
19:11:41 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1256/1421 | category=timber | supports=5 | candidates=24 | visual=44 tv=42 text=0 | 4.44 s
19:11:45 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1257/1421 | category=timber | supports=5 | candidates=20 | visual=45 tv=38 text=0 | 4.15 s
19:11:49 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1258/1421 | category=timber | supports=5 | candidates=15 | visual=16 tv=16 text=0 | 3.77 s
19:11:52 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1259/1421 | category=timber | supports=5 | candidates=7 | visual=12 tv=8 text=0 | 3.17 s
19:11:56 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1260/1421 | category=timber | supports=5 | candidates=14 | visual=41 tv=33 text=0 | 3.70 s
19:12:00 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1261/1421 | category=timber | supports=5 | candidates=25 | visual=55 tv=43 text=0 | 4.52 s
19:12:05 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1262/1421 | category=timber | supports=5 | candidates=22 | visual=31 tv=28 text=0 | 4.29 s
19:12:09 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1263/1421 | category=timber | supports=5 | candidates=22 | visual=30 tv=22 text=0 | 4.28 s
19:12:13 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1264/1421 | category=timber | supports=5 | candidates=12 | visual=21 tv=12 text=0 | 3.54 s
19:12:18 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1265/1421 | category=timber | supports=5 | candidates=34 | visual=50 tv=47 text=0 | 5.19 s
19:12:22 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1266/1421 | category=timber | supports=5 | candidates=19 | visual=27 tv=26 text=0 | 4.06 s
19:12:26 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1267/1421 | category=timber | supports=5 | candidates=21 | visual=59 tv=38 text=0 | 4.22 s
19:12:30 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1268/1421 | category=timber | supports=5 | candidates=9 | visual=23 tv=21 text=0 | 3.31 s
19:12:34 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1269/1421 | category=timber | supports=5 | candidates=16 | visual=27 tv=19 text=0 | 3.83 s
19:12:38 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1270/1421 | category=timber | supports=5 | candidates=18 | visual=32 tv=31 text=0 | 3.99 s
19:12:42 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1271/1421 | category=timber | supports=5 | candidates=14 | visual=37 tv=16 text=0 | 3.69 s
19:12:46 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1272/1421 | category=timber | supports=5 | candidates=22 | visual=44 tv=42 text=0 | 4.30 s
19:12:50 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1273/1421 | category=timber | supports=5 | candidates=12 | visual=37 tv=23 text=0 | 3.54 s
19:12:53 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1274/1421 | category=timber | supports=5 | candidates=13 | visual=26 tv=14 text=0 | 3.63 s
19:12:57 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1275/1421 | category=timber | supports=5 | candidates=19 | visual=36 tv=33 text=0 | 4.06 s
19:13:02 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1276/1421 | category=timber | supports=5 | candidates=21 | visual=33 tv=31 text=0 | 4.21 s
19:13:05 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1277/1421 | category=timber | supports=5 | candidates=7 | visual=21 tv=19 text=0 | 3.17 s
19:13:10 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1278/1421 | category=timber | supports=5 | candidates=30 | visual=53 tv=51 text=0 | 4.91 s
19:13:14 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1279/1421 | category=timber | supports=5 | candidates=18 | visual=52 tv=42 text=0 | 4.00 s
19:13:18 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1280/1421 | category=timber | supports=5 | candidates=23 | visual=25 tv=25 text=0 | 4.38 s
19:13:22 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1281/1421 | category=timber | supports=5 | candidates=13 | visual=34 tv=14 text=0 | 3.62 s
19:13:26 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1282/1421 | category=timber | supports=5 | candidates=11 | visual=15 tv=13 text=0 | 3.47 s
19:13:30 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1283/1421 | category=timber | supports=5 | candidates=14 | visual=44 tv=19 text=0 | 3.69 s
19:13:34 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1284/1421 | category=timber | supports=5 | candidates=23 | visual=39 tv=37 text=0 | 4.36 s
19:13:38 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1285/1421 | category=timber | supports=5 | candidates=11 | visual=22 tv=18 text=0 | 3.47 s
19:13:41 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1286/1421 | category=timber | supports=5 | candidates=10 | visual=24 tv=13 text=0 | 3.39 s
19:13:45 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1287/1421 | category=timber | supports=5 | candidates=15 | visual=28 tv=25 text=0 | 3.76 s
19:13:49 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1288/1421 | category=timber | supports=5 | candidates=19 | visual=31 tv=29 text=0 | 4.05 s
19:13:53 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1289/1421 | category=timber | supports=5 | candidates=22 | visual=35 tv=29 text=0 | 4.27 s
19:13:58 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1290/1421 | category=timber | supports=5 | candidates=28 | visual=47 tv=39 text=0 | 4.72 s
19:14:03 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1291/1421 | category=timber | supports=5 | candidates=28 | visual=41 tv=38 text=0 | 4.71 s
19:14:08 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1292/1421 | category=timber | supports=5 | candidates=25 | visual=31 tv=30 text=0 | 4.50 s
19:14:11 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1293/1421 | category=timber | supports=5 | candidates=10 | visual=16 tv=10 text=0 | 3.38 s
19:14:15 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1294/1421 | category=timber | supports=5 | candidates=12 | visual=38 tv=33 text=0 | 3.55 s
19:14:19 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1295/1421 | category=timber | supports=5 | candidates=23 | visual=38 tv=36 text=0 | 4.38 s
19:14:23 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1296/1421 | category=timber | supports=5 | candidates=13 | visual=14 tv=14 text=0 | 3.64 s
19:14:27 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1297/1421 | category=timber | supports=5 | candidates=18 | visual=40 tv=31 text=0 | 4.00 s
19:14:31 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1298/1421 | category=timber | supports=5 | candidates=15 | visual=35 tv=21 text=0 | 3.76 s
19:14:34 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1299/1421 | category=timber | supports=5 | candidates=12 | visual=58 tv=30 text=0 | 3.54 s
19:14:39 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1300/1421 | category=timber | supports=5 | candidates=23 | visual=55 tv=43 text=0 | 4.38 s
19:14:44 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1301/1421 | category=timber | supports=5 | candidates=29 | visual=53 tv=50 text=0 | 4.83 s
19:14:48 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1302/1421 | category=timber | supports=5 | candidates=15 | visual=26 tv=22 text=0 | 3.78 s
19:14:52 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1303/1421 | category=timber | supports=5 | candidates=16 | visual=20 tv=20 text=0 | 3.85 s
19:14:55 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1304/1421 | category=timber | supports=5 | candidates=7 | visual=20 tv=15 text=0 | 3.18 s
19:14:59 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1305/1421 | category=timber | supports=5 | candidates=22 | visual=34 tv=29 text=0 | 4.30 s
19:15:03 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1306/1421 | category=timber | supports=5 | candidates=20 | visual=31 tv=26 text=0 | 4.13 s
19:15:08 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1307/1421 | category=timber | supports=5 | candidates=28 | visual=43 tv=40 text=0 | 4.72 s
19:15:12 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1308/1421 | category=timber | supports=5 | candidates=9 | visual=17 tv=15 text=0 | 3.31 s
19:15:15 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1309/1421 | category=timber | supports=5 | candidates=8 | visual=27 tv=9 text=0 | 3.24 s
19:15:19 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1310/1421 | category=timber | supports=5 | candidates=14 | visual=22 tv=17 text=0 | 3.70 s
19:15:23 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1311/1421 | category=timber | supports=5 | candidates=17 | visual=27 tv=24 text=0 | 3.90 s
19:15:27 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1312/1421 | category=timber | supports=5 | candidates=17 | visual=56 tv=33 text=0 | 3.91 s
19:15:31 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1313/1421 | category=timber | supports=5 | candidates=20 | visual=36 tv=30 text=0 | 4.12 s
19:15:35 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1314/1421 | category=timber | supports=5 | candidates=24 | visual=39 tv=38 text=0 | 4.44 s
19:15:41 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1315/1421 | category=timber | supports=5 | candidates=36 | visual=57 tv=54 text=0 | 5.33 s
19:15:46 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1316/1421 | category=timber | supports=5 | candidates=27 | visual=38 tv=38 text=0 | 4.64 s
19:15:49 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1317/1421 | category=timber | supports=5 | candidates=15 | visual=51 tv=34 text=0 | 3.76 s
19:15:54 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1318/1421 | category=timber | supports=5 | candidates=22 | visual=50 tv=36 text=0 | 4.27 s
19:15:58 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1319/1421 | category=timber | supports=5 | candidates=22 | visual=39 tv=29 text=0 | 4.27 s
19:16:02 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1320/1421 | category=timber | supports=5 | candidates=13 | visual=18 tv=13 text=0 | 3.60 s
19:16:06 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1321/1421 | category=timber | supports=5 | candidates=16 | visual=46 tv=38 text=0 | 3.83 s
